project_accession,species_latin_name,species_common_name,site_label,original_place_text,resolved_place_text,political_entity,source_artifact_path,source_locator,coordinate_basis,mapping_posture,latitude_text,longitude_text,geocoding_method,geocoder_or_gazetteer,confidence_rationale,coordinate_confidence,paper_doi,paper_url,supplementary_source,chronology_text,time_start_bp,time_end_bp,dating_basis,comparator_context,domestication_context,interpretation_note,support_gap_note
PRJEB44430,Equus caballus,horse,Tarquinia,Tarquinia,Tarquinia,Italy,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row42,supplementary_table_coordinates,mappable_point,42.249167,11.756111,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2607 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Tatsyn Ereg,Tatsyn Ereg,Tatsyn Ereg,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row70,supplementary_table_coordinates,mappable_point,47.750843,101.369458,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3007 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Tepe Hasanlu,Tepe Hasanlu,Tepe Hasanlu,Iran,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row15,supplementary_table_coordinates,mappable_point,37.004486,45.458817,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2718 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Tištín,Tištín,Tištín,Czech Republic,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row96,supplementary_table_coordinates,mappable_point,49.313,17.15314,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3199 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Toušeň – Hradišťko,Toušeň – Hradišťko,Toušeň – Hradišťko,Czech Republic,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row127,supplementary_table_coordinates,mappable_point,50.16813,14.72267,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3795 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Tuchoměřice,Tuchoměřice,Tuchoměřice,Czech Republic,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row122,supplementary_table_coordinates,mappable_point,50.13493,14.28531,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3060 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Tuchoměřice – Kněžívka,Tuchoměřice – Kněžívka,Tuchoměřice – Kněžívka,Czech Republic,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row119,supplementary_table_coordinates,mappable_point,50.12523,14.26973,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3260 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Tureau des Gardes 6,Tureau des Gardes 6,Tureau des Gardes 6,France,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row78,supplementary_table_coordinates,mappable_point,48.387245,3.007653,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,13750 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Turganik,Turganik,Turganik,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row188,supplementary_table_coordinates,mappable_point,52.80375,53.793639,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,4713 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Ulaan Tolgoi,Ulaan Tolgoi,Ulaan Tolgoi,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row111,supplementary_table_coordinates,mappable_point,49.931778,99.804167,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2892 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Ullu,Ullu,Ullu,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row44,supplementary_table_coordinates,mappable_point,43.79028,42.7278,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2821 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Ushgiin Uvur,Ushgiin Uvur,Ushgiin Uvur,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row108,supplementary_table_coordinates,mappable_point,49.655567,99.9271,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2725 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Utevka VI,Utevka VI,Utevka VI,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row206,supplementary_table_coordinates,mappable_point,52.918694,50.962611,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3775 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Uvarovka II,Uvarovka II,Uvarovka II,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row209,supplementary_table_coordinates,mappable_point,53.116583,48.351833,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3801 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Varfolomeevka,Varfolomeevka,Varfolomeevka,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row120,supplementary_table_coordinates,mappable_point,50.133333,48.05,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,7494 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Verkhnegubakhinskaya,Verkhnegubakhinskaya,Verkhnegubakhinskaya,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row265,supplementary_table_coordinates,mappable_point,58.883333,57.633333,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,32142 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Vliněves,Vliněves,Vliněves,Czech Republic,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row138,supplementary_table_coordinates,mappable_point,50.36361,14.44931,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2574 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Yana,Yana,Yana,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row272,supplementary_table_coordinates,mappable_point,70.723611,135.413056,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,>51700 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Yukagir,Yukagir,Yukagir,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row276,supplementary_table_coordinates,mappable_point,72.69086,142.821769,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,5385 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Zambujal,Zambujal,Zambujal,Portugal,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row29,supplementary_table_coordinates,mappable_point,39.0744,9.2857,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,4509 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Zeerdegchingiin Khoshuu,Zeerdegchingiin Khoshuu,Zeerdegchingiin Khoshuu,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row151,supplementary_table_coordinates,mappable_point,51.421361,99.364611,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3086 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Zunii Gol,Zunii Gol,Zunii Gol,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row93,supplementary_table_coordinates,mappable_point,49.309444,99.849722,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2937 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Zuunkhangai 1,Zuunkhangai 1,Zuunkhangai 1,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row97,supplementary_table_coordinates,mappable_point,49.325583,95.442278,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3066 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Zuunkhangai 257,Zuunkhangai 257,Zuunkhangai 257,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row98,supplementary_table_coordinates,mappable_point,49.325583,95.442278,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2960 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Çadır Höyük,Çadır Höyük,Çadır Höyük,Turkey,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row30,supplementary_table_coordinates,mappable_point,39.676776,35.1436,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3249 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Černý Vůl,Černý Vůl,Černý Vůl,Czech Republic,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row124,supplementary_table_coordinates,mappable_point,50.14943,14.33203,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2737 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
